Cod. Bodega,Bodega,Cod.Grupo,Grupo,Cod. Sub Grupo,Sub Grupo,Cod. Producto,Producto,Cod. U. Medida,Disponible,Reserva,Transitoria,Consignación,Stock Total,Costo Unit.,Costo Total,Archivo Origen
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,PE,PERNO,CA325PES2MY0,PERNO HEXAGONAL A-325 7/8 X 2 1/2'',UN,297.0,0.0,0.0,0.0,297.0,387.0,114939.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : PE,,,,,,nan,,,414.0,0.0,0.0,0.0,414.0,,174774.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,RC,RED. CONCENTRICA,CA234RC10W08,REDUCCIÓN CONCENTRICA  10in - 08in WELDING SCH14,UN,2.0,0.0,0.0,0.0,2.0,22067.0,44134.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : RC,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,44134.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TE,TEE RECTA,CA234TE14W04,TEE RECTA 14 in A-234 SCH40,UN,1.0,0.0,0.0,0.0,1.0,130752.0,130752.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : TE,,,,,,nan,,,1.0,0.0,0.0,0.0,1.0,,130752.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TR,TEE REDUCCION,CA234ER06W03,REDUCCION EXCENTRICA A-234 06in X 03in SCH40,UN,1.0,0.0,0.0,0.0,1.0,10387.0,10387.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TR,TEE REDUCCION,CA234ER06W04,REDUCCION EXCENTRICA A-234 06in X 04in SCH40,UN,1.0,0.0,0.0,0.0,1.0,8844.0,8844.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TR,TEE REDUCCION,CA234TR08W06,TEE REDUCCION A-234 08in X 6in SCH40,UN,2.0,0.0,0.0,0.0,2.0,17665.0,35330.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TR,TEE REDUCCION,CA234TR14W10,REDUCCION CONCENTRICA A-234 14 in X 10i n SCH40,UN,1.0,0.0,0.0,0.0,1.0,59786.0,59786.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TR,TEE REDUCCION,CA234TRC4212,REDUCCION CONCENTRICA A-234 SCH-40 4X2  1/2,UN,1.0,0.0,0.0,0.0,1.0,5047.0,5047.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : TR,,,,,,nan,,,6.0,0.0,0.0,0.0,6.0,,119394.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TU,TUERCA,CA036PE1CV00,TORNILLO AUTOPERFORANTE 1 1/4 CON GOLILLA,UN,200.0,0.0,0.0,0.0,200.0,39.0,7800.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TU,TUERCA,CA036TU1CY00,TUERCA HEXAGONAL DE 1 3/4 in,UN,45.0,0.0,0.0,0.0,45.0,192.0,8640.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,C,AC. CARBONO,TU,TUERCA,CA036TUOEZOO,TUERCA HEX  5/8 in,UN,321.0,0.0,0.0,0.0,321.0,140.0,44940.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : TU,,,,,,nan,,,566.0,0.0,0.0,0.0,566.0,,61380.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : C,,,,,,nan,,,1595.0,0.0,0.0,0.0,1595.0,,13748430.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,AN,ANTIPARRA,E100AN000005,CASQUETE PORTAVISOR CON ARNES CABEZA PARA PANTALLA 8 X 16,,2.0,0.0,0.0,0.0,2.0,1808.87,3618.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : AN,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,3618.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,BL,BLOQUEO,E500BLLOCK01,CANDADO BLOQUEO AMERICAN LOCK,UN,6.0,0.0,0.0,0.0,6.0,8473.97,50844.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : BL,,,,,,nan,,,6.0,0.0,0.0,0.0,6.0,,50844.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,BU,BUZO,E300BUNNNN05,OVEROL TELE ANTIACIDA,UN,4.0,0.0,0.0,0.0,4.0,13900.0,55600.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,BU,BUZO,E400BUBLAC03,BUZO PAPEL BLANCO,UN,31.0,0.0,0.0,0.0,31.0,2699.07,83671.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : BU,,,,,,nan,,,35.0,0.0,0.0,0.0,35.0,,139271.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,CQ,CHAQUETA,E300CQWORK03,IN - CHAQUETA POLAR VARON,UN,2.0,0.0,0.0,0.0,2.0,6200.0,12400.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : CQ,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,12400.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,FI,FILTROS,E100F1003M07,FILTRO 2091 (P100) - 3M CONTRA PARTICULAS,UN,183.0,0.0,0.0,0.0,183.0,7084.35,1296437.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,FI,FILTROS,E100FI000009,FILTRO AIR F200CP3 - CONTRA PARTICULAS Y VAPORES,UN,6.0,0.0,0.0,0.0,6.0,5411.6,32470.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,FI,FILTROS,E100FI003M04,FILTRO 60923 3M / F600VGP3 AIR - CONTRA GASES Y VAPORES,UN,6.0,0.0,0.0,0.0,6.0,5255.96,31536.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,FI,FILTROS,E100FI0M0001,RESPIRADOR MEDIO ROSTRO,UN,10.0,0.0,0.0,0.0,10.0,24530.31,245303.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : FI,,,,,,nan,,,205.0,0.0,0.0,0.0,205.0,,1605745.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,GU,GUANTES,E200GU000007,GUANTE DE NITRILO VERDE,PR,100.0,0.0,0.0,0.0,100.0,720.0,72000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,GU,GUANTES,E200GUANCO16,GUANTES ANTI CORTES,PR,6.0,0.0,0.0,0.0,6.0,4620.26,27722.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,GU,GUANTES,E200GUNNNN06,GUANTES DE NITRILO - GOMA,UN,7.0,0.0,0.0,0.0,7.0,1270.0,8890.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,GU,GUANTES,E200GUOOOOO4,GUANTES DE CABRITILLA  PUÑO LARGO,PR,8.0,0.0,0.0,0.0,8.0,1811.83,14495.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,GU,GUANTES,E200GUPROM01,GUANTES DE CABRITILLA PUÑO CORTO,PR,50.0,0.0,0.0,0.0,50.0,1352.2,67610.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : GU,,,,,,nan,,,171.0,0.0,0.0,0.0,171.0,,190716.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,LE,LENTE,E100LE000002,LENTES OSCUROS,UN,4.0,0.0,0.0,0.0,4.0,1459.95,5840.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : LE,,,,,,nan,,,4.0,0.0,0.0,0.0,4.0,,5840.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,PA,PROTECTOR AUDITIVO,E100PA000003,TAPON AUDITIVO REUTILIZABLE,UN,224.0,0.0,0.0,0.0,224.0,301.32,67496.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,PA,PROTECTOR AUDITIVO,E100PA003M02,TAPON AUDITIVO ESPUMA - 3 M,UN,41.0,0.0,0.0,0.0,41.0,101.48,4161.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : PA,,,,,,nan,,,265.0,0.0,0.0,0.0,265.0,,71657.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,PO,POLERA,E400PC00XXL4,CONJUNTO PRIMERA CAPA POLIESTER T/XXL,UN,2.0,0.0,0.0,0.0,2.0,5387.0,10774.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : PO,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,10774.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,SD,SOLDADOR,E400SDALFA01,PANTALON SOLDADOR CUERO,UN,12.0,0.0,0.0,0.0,12.0,64539.77,774477.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,SD,SOLDADOR,E400SDKEVL04,COLETO DE CUERO,UN,5.0,0.0,0.0,0.0,5.0,6540.18,32701.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,SD,SOLDADOR,E400SDMAOT01,CHAQUETA SOLDADOR CUERO MAO TENMIX,UN,3.0,0.0,0.0,0.0,3.0,68900.0,206700.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : SD,,,,,,nan,,,20.0,0.0,0.0,0.0,20.0,,1013878.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VD000002,VIDRIO SOLDADOR NEGRO,UN,525.0,0.0,0.0,0.0,525.0,128.0,67200.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VD000007,PACK VISORES MASCARA DE SOLDAR STEELPRO,UN,37.0,0.0,0.0,0.0,37.0,2730.37,101024.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VD000010,MASCARA DE SOLDAR,UN,24.0,0.0,0.0,0.0,24.0,25528.9,612694.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VDBLAC01,VIDRIO SOLDADOR TRANSPARENTE - MASCARA NORMAL,,763.0,0.0,0.0,0.0,763.0,72.4,55244.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VDNEGR10,VIDRIO SOLDADOR NEGRO GRADO 10,UN,86.0,0.0,0.0,0.0,86.0,950.0,81700.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VDNEGR12,VIDRIO SOLDADOR NEGRO GRADO 12,UN,95.0,0.0,0.0,0.0,95.0,10.0,950.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,E,EPP,VD,VIDRIO,E100VDOPTE03,MASCARA DE SOLDAR FOTOSENSIBLE STEELPRO OPTECH,UN,1.0,0.0,0.0,0.0,1.0,36217.18,36217.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : VD,,,,,,nan,,,1531.0,0.0,0.0,0.0,1531.0,,955028.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : E,,,,,,nan,,,2243.0,0.0,0.0,0.0,2243.0,,4059771.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,BQ,BOQUILLA,IBQ23016NN00,BOQUILLA MIG 1.6 MM,,296.0,0.0,0.0,0.0,296.0,504.0,149184.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,BQ,BOQUILLA,IBQ25016NN00,BOQUILLA PISTOLA MIG 1.6,,86.0,0.0,0.0,0.0,86.0,1500.0,129000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : BQ,,,,,,nan,,,382.0,0.0,0.0,0.0,382.0,,278184.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,EN,ENERGIAS RENOVABLES,IEN030NNNN00,"HUAWEI, INVERSOR ONGRIF TRIFASICO, 100KW, IP65, VERSION M2",UN,0.1,0.0,0.0,0.0,0.1,4828833.0,482883.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,EN,ENERGIAS RENOVABLES,IEN040NNNN00,"HUAWEI, INVERSOR HIBRIDO TRIFASICO, 50KW, IP65, VERSION 3M",UN,1.0,0.0,0.0,0.0,1.0,2558935.0,2558935.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,EN,ENERGIAS RENOVABLES,IEN050NNNN00,"HUAWEI, SMART DONGLE WLAN-FE (10/100 MBIT PORT)",UN,1.0,0.0,0.0,0.0,1.0,58777.0,58777.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : EN,,,,,,nan,,,2.1,0.0,0.0,0.0,2.1,,3100595.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,LI,LIMPIEZA,ILISETPAMICR,SET PAÑO DE MICROFIBRA CUN1,UN,9.0,0.0,0.0,0.0,9.0,399.0,3591.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : LI,,,,,,nan,,,9.0,0.0,0.0,0.0,9.0,,3591.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,OT,OTROS,IOT117180N00,RODILLO 180MM,UN,50.0,0.0,0.0,0.0,50.0,1794.0,89700.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,OT,OTROS,IOT302TAP124,TORNILLO AUTOPERFORANTE HEXAGONAL 1/2 X 4 IN ,UN,481.0,0.0,0.0,0.0,481.0,110.0,52910.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : OT,,,,,,nan,,,531.0,0.0,0.0,0.0,531.0,,142610.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9200G7018,ELECTRODO 7018 5/32 IN,KG,0.8,0.0,0.0,0.0,0.8,3250.0,2600.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9200H6011,ELECTRODO 6011  3/32 in,KG,0.7,0.0,0.0,0.0,0.7,3193.07,2235.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9200O6011,ELECTRODO 6011  1/8 in,KG,112.75,0.0,0.0,0.0,112.75,3566.94,402173.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9200OSCLI,ELECTRODO 1/8in E6010 PARA CARBONO LINCONLN,,150.0,0.0,0.0,0.0,150.0,1465.0,219750.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9300EST00,ALAMBRE SOLDADURA ESTAÑO,KG,2.0,0.0,0.0,0.0,2.0,7247.5,14495.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9401271T1,ALAMBRE DE SOLDADURA E71T1 TUBULAR 1.2 MM MIG,KG,380.0,0.0,0.0,0.0,380.0,3722.86,1414685.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL94012SSNN,ALAMBRE SOLDADURA 316L 1.2 MM SOLIDO,KG,105.0,0.0,0.0,0.0,105.0,10072.5,1057612.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL9401681N1,ALAMBRE DE SOLDADURA E81NI1 TUBULAR 1.6 MM MIG,KG,171.0,0.0,0.0,0.0,171.0,6427.33,1099073.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL95024316L,APORTE TIG 3/32 - 316L,,2.0,0.0,0.0,0.0,2.0,15533.5,31067.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL970240000,ALAMBRE ARCO SUMERGIDO 2.4MM,KG,50.0,0.0,0.0,0.0,50.0,1450.0,72500.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISL981SOLD0M,SOLDADURA ALAMBRE 50% X 1/2 ( ROLLO),UN,2.0,0.0,0.0,0.0,2.0,8151.26,16303.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISLGRAFITO10,GRAFITO 3/8 x 12IN (10mm x 305mm),UN,250.0,0.0,0.0,0.0,250.0,494.55,123638.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
SS,STOCK SUCURSAL LA CHIMBA,I,INSUMOS,SL,SOLDADURA,ISLGRAFITO65,GRAFITO 1/4 x 12IN (6.5mm x 305mm),UN,500.0,0.0,0.0,0.0,500.0,251.0,125500.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Sub Grupo : SL,,,,,,nan,,,1726.25,0.0,0.0,0.0,1726.25,,4581631.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Grupo : I,,,,,,nan,,,2650.35,0.0,0.0,0.0,2650.35,,8106611.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
,,,,,,nan,,,,,,,,,,SS_STOCK SUCURSAL LA CHIMBA.xlsx
Total Final : ,,,,,,nan,,,28960.85,0.0,0.0,0.0,28960.85,,103221000.0,SS_STOCK SUCURSAL LA CHIMBA.xlsx
TE,TERRENO,,,,,11086200,"HARNESS,SZ L,KEVLAR,SERVI-ALL 0020020398",,2.0,0.0,0.0,0.0,2.0,175894.23,351788.0,TE_TERRENO.xlsx
Total Sub Grupo : Sin Sub Grupo,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,351788.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
Total Grupo : Sin Grupo,,,,,,nan,,,2.0,0.0,0.0,0.0,2.0,,351788.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,127,HERRAMIENTAS,RM,REPUESTOS MAQUINARIA,H300RM4M0002,JUEGO DE CARBONES ESMERIL ANGULAR 4 1/2 - DEWALT,PR,10.0,0.0,0.0,0.0,10.0,9184.6,91846.0,TE_TERRENO.xlsx
Total Sub Grupo : RM,,,,,,nan,,,10.0,0.0,0.0,0.0,10.0,,91846.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
Total Grupo : 127,,,,,,nan,,,10.0,0.0,0.0,0.0,10.0,,91846.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,137,COMPUTACION,AO,ARTICULOS DE OFICINA,IAO130NNNN00,CINTA ADHESIVA ENMASCARAR,UN,5.0,0.0,0.0,0.0,5.0,1522.0,7610.0,TE_TERRENO.xlsx
Total Sub Grupo : AO,,,,,,nan,,,5.0,0.0,0.0,0.0,5.0,,7610.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
Total Grupo : 137,,,,,,nan,,,5.0,0.0,0.0,0.0,5.0,,7610.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,E,EPP,AN,ANTIPARRA,E100AN000006,MICA PARA PULIR 8 X 16 CLARO BORDE ALUMINIO,,30.0,0.0,0.0,0.0,30.0,1158.48,34754.0,TE_TERRENO.xlsx
Total Sub Grupo : AN,,,,,,nan,,,30.0,0.0,0.0,0.0,30.0,,34754.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,E,EPP,GU,GUANTES,E200GUOOOOO4,GUANTES DE CABRITILLA  PUÑO LARGO,PR,36.0,0.0,0.0,0.0,36.0,1811.83,65226.0,TE_TERRENO.xlsx
Total Sub Grupo : GU,,,,,,nan,,,36.0,0.0,0.0,0.0,36.0,,65226.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,E,EPP,VD,VIDRIO,E100VD000007,PACK VISORES MASCARA DE SOLDAR STEELPRO,UN,30.0,0.0,0.0,0.0,30.0,2730.37,81911.0,TE_TERRENO.xlsx
Total Sub Grupo : VD,,,,,,nan,,,30.0,0.0,0.0,0.0,30.0,,81911.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
Total Grupo : E,,,,,,nan,,,96.0,0.0,0.0,0.0,96.0,,181891.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,EN,ENERGIAS RENOVABLES,IEN030NNNN00,"HUAWEI, INVERSOR ONGRIF TRIFASICO, 100KW, IP65, VERSION M2",UN,0.9,0.0,0.0,0.0,0.9,4828833.0,4345950.0,TE_TERRENO.xlsx
Total Sub Grupo : EN,,,,,,nan,,,0.9,0.0,0.0,0.0,0.9,,4345950.0,TE_TERRENO.xlsx
,,,,,,nan,,,,,,,,,,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL910000000,ANTI-SPATTER ANTISALPICADURAS 600ML (USO ACERO CARBONO),UN,1.0,0.0,0.0,0.0,1.0,6009.4,6009.0,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL9200H6011,ELECTRODO 6011  3/32 in,KG,5.0,0.0,0.0,0.0,5.0,3193.07,15965.0,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL9200H7018,ELECTRODO 7018  3/32 in,KG,5.0,0.0,0.0,0.0,5.0,3621.59,18108.0,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL9301270S6,"ALAMBRE SOLDADURA MIG SOLIDO 1,2MM  70S6",KG,15.0,0.0,0.0,0.0,15.0,3311.35,49670.0,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL9401271T1,ALAMBRE DE SOLDADURA E71T1 TUBULAR 1.2 MM MIG,KG,195.0,0.0,0.0,0.0,195.0,3722.86,725957.0,TE_TERRENO.xlsx
TE,TERRENO,I,INSUMOS,SL,SOLDADURA,ISL9401281N1,ALAMBRE DE SOLDADURA E81NI1 TUBULAR 1.2 MM MIG,KG,30.0,0.0,0.0,0.0,30.0,8100.0,243000.0,TE_TERRENO.xlsx
